id,Город,Округ,Район,Улица,Дом,Общая,Жилая,Кухня,Этаж,Построен,Срок сдачи,Тип жилья,Высота потолков,Санузел,Ванная комната,Балкон/лоджия,Ремонт,Вид из окон,Площадь комнат,Отделка,Год постройки,Тип дома,Тип перекрытий,Подъезды,Лифты,Отопление,Аварийность,Парковка,Мусоропровод,Газоснабжение,Сдача комплекса,Застройщик,Класс,Кол-во корпусов,Ближайшее метро,Время до ближайшего метро,Цена
251841027,Москва,ЮАО,р-н Москворечье-Сабурово,Лайф Варшавская жилой комплекс,,"65,61 м²",,,2 из 12,,2 кв. 2022,Новостройка,,,,,,,,Чистовая,,Монолитный,,,,,,"Подземная, гостевая",,,"Сдача в 2021—2024, есть сданные",ГК Пионер,Комфорт,14 корпусов,Варшавская, ⋅  16 мин. пешком,15 817 718 ₽
256099574,Москва,СВАО,р-н Бабушкинский,Кольская ул.,10,"58,6 м²","34,6 м²","12,4 м²",7 из 15,,2 кв. 2023,Новостройка,"2,68 м",2 раздельных,,,,На улицу и двор,,,,,,,,,,,,,,,,,Свиблово, ⋅  10 мин. пешком,15 763 400 ₽
258263136,Москва,ЮАО,р-н Нагатино-Садовники,Второй Нагатинский жилой комплекс,,"70,2 м²","42,3 м²","12,6 м²",15 из 33,,1 кв. 2023,Новостройка,"2,6 м",2 совмещенных,,,,,,Чистовая,,Монолитный,,,,,,"Подземная, гостевая",,,Сдача в 1—3 кв. 2023,ПИК,Комфорт,4 корпуса,Коломенская, ⋅  16 мин. пешком,16 110 900 ₽
253902126,Москва,ЮВАО,р-н Текстильщики,Волжский Парк жилой комплекс,к2.1,"82,8 м²","34,3 м²",26 м²,2 из 22,,4 кв. 2022,Новостройка,"2,62 м",2 совмещенных,,,,На улицу и двор,,Чистовая,,Монолитный,,,,,,"Подземная, отдельная многоуровневая, гостевая",,,Сдача в 2022—2023,ПИК,Комфорт,5 корпусов,Текстильщики, ⋅  4 мин. на транспорте,16 121 160 ₽
256917800,Москва,СВАО,р-н Южное Медведково,Полярная 25 жилой комплекс,к6,"83,7 м²","41,1 м²","28,5 м²",27 из 33,,4 кв. 2022,Новостройка,"2,65 м",2 совмещенных,,,,На улицу и двор,,Чистовая,,"Панельный, монолитный",,,,,,"Подземная, отдельная многоуровневая, гостевая",,,"Сдача в 2022—2024, есть сданные",ПИК,Комфорт,10 корпусов,Медведково, ⋅  5 мин. на транспорте,16 254 540 ₽
253740890,Москва,ВАО,р-н Гольяново,Амурский парк жилой комплекс,к3/1,"76,2 м²","41,6 м²","17,3 м²",2 из 17,,4 кв. 2022,Новостройка,"2,7 м",2 совмещенных,,,,,,Чистовая,,Панельный,,,,,,"Подземная, гостевая",,,Сдача в 4 кв. 2022,ПИК,Комфорт,4 корпуса,Черкизовская, ⋅  12 мин. пешком,16 710 660 ₽
260302240,Москва,ЗАО,р-н Кунцево,Мякинино Парк жилой комплекс,к3/4,"84,2 м²","36,6 м²","22,4 м²",19 из 25,,3 кв. 2022,Новостройка,"2,7 м",2 совмещенных,,,,На улицу и двор,,Чистовая,,Панельный,,,,,,"Подземная, гостевая",,,Сдача в 2021—2022,ПИК,Комфорт,9 корпусов,Строгино, ⋅  5 мин. на транспорте,16 570 560 ₽
253738332,Москва,САО,р-н Западное Дегунино,Ильменский проезд,17к1,"72,4 м²","41,8 м²","12,6 м²",2 из 23,,4 кв. 2021,Новостройка,"2,68 м",2 совмещенных,,,,На улицу и двор,,Чистовая,,Панельный,,,,,,Отдельная многоуровневая,,,Сдача в 2021—2022,ПИК,Комфорт,6 корпусов,Селигерская, ⋅  10 мин. пешком,16 528 920 ₽
253735703,Москва,ЮВАО,р-н Рязанский,2-я Институтская ул.,6к6,"84,6 м²","42,9 м²","16,7 м²",2 из 17,,4 кв. 2022,Новостройка,"2,72 м",2 совмещенных,,,,На улицу и двор,,Без отделки,,Монолитный,,,,,,"Подземная, гостевая",,,"Сдача в 2022—2024, есть сданные",ПИК,Комфорт,6 корпусов,Окская, ⋅  7 мин. пешком,16 666 200 ₽
247190548,Москва,НАО (Новомосковский),Московский поселение,ул. Родниковая,30к3,"84,8 м²","46,6 м²","10,5 м²",5 из 22,,4 кв. 2022,Новостройка,"2,95 м","1 совмещенный, 1 раздельный",,1 балкон,,На улицу и двор,,Без отделки,,Монолитный,,,,,,"Подземная, гостевая",,,"Сдача в 2021—2022, есть сданные",Lexion Development,Бизнес,3 корпуса,Румянцево, ⋅  5 мин. на транспорте,16 622 496 ₽
256191635,Москва,НАО (Новомосковский),Сосенское поселение,Испанские Кварталы 2 жилой комплекс,к5/1,"84,5 м²","42,8 м²","18,5 м²",14 из 14,,3 кв. 2022,Новостройка,"2,8 м",,,,,Во двор,,"Предчистовая, черновая, чистовая",,"Монолитно-кирпичный, монолитный",,,,,,"Подземная, гостевая",,,"Сдача в 2021—2022, есть сданные",А101,Комфорт,68 корпусов,Прокшино, ⋅  8 мин. на транспорте,16 783 928 ₽
255763125,Москва,ЗАО,р-н Кунцево,Мякинино Парк жилой комплекс,,"92,2 м²","42,7 м²","22,7 м²",23 из 25,,3 кв. 2022,Новостройка,"2,7 м",2 совмещенных,,,,На улицу и двор,,Чистовая,,Панельный,,,,,,"Подземная, гостевая",,,Сдача в 2021—2022,ПИК,Комфорт,9 корпусов,Строгино, ⋅  5 мин. на транспорте,16 964 800 ₽
260522145,Москва,САО,р-н Хорошевский,ул. Зорге,9,"63,7 м²",34 м²,14 м²,5 из 21,,,Новостройка Апартаменты,"3,2 м",1 раздельный,,,,На улицу,,,,,,,,,,,,,,,,,Зорге, ⋅  15 мин. пешком,17 000 000 ₽
259086848,Москва,НАО (Новомосковский),Московский поселение,Румянцево деревня,Хоумсити жилой комплекс,"87,3 м²",,"12,2 м²",2 из 9,,1 кв. 2022,Новостройка,,2 совмещенных,,,,,,,,,,,,,,,,,,,,,Румянцево, ⋅  15 мин. пешком,16 963 315 ₽
253742549,Москва,СЗАО,р-н Щукино,Волоколамское ш.,24к3,"95,1 м²","47,2 м²",21 м²,2 из 28,,1 кв. 2023,Новостройка Апартаменты,"2,6 м",2 совмещенных,,,,На улицу и двор,,Чистовая,,Монолитный,,,,,,-,,,Сдача в 2022—2023,ПИК,Комфорт,2 корпуса,Стрешнево, ⋅  4 мин. пешком,17 137 020 ₽
258893548,Москва,ЮВАО,р-н Нижегородский,Новохохловская ул.,15С2,"79,41 м²","38,2 м²","26,8 м²",24 из 33,,2 кв. 2023,Новостройка,"2,72 м",2 совмещенных,,,,,,Чистовая,,Монолитный,,,,,,"Подземная, гостевая",,,Сдача в 2—3 кв. 2023,ПИК,Комфорт,4 корпуса,Калитники, ⋅  9 мин. пешком,17 081 091 ₽
250717981,Москва,СЗАО,р-н Покровское-Стрешнево,,,"69,1 м²","40,9 м²","13,2 м²",4 из 22,,4 кв. 2021,Новостройка Апартаменты,"2,87 м",,,,,,,Без отделки,,Монолитный,,,,,,"Подземная, гостевая",,,Сдача в 2 кв. 2022,ГК ФСК,Бизнес,3 корпуса,Спартак, ⋅  6 мин. пешком,17 375 952 ₽
253735457,Москва,ЮВАО,р-н Рязанский,2-я Институтская ул.,6к6,"87,6 м²","44,2 м²","23,8 м²",7 из 17,,4 кв. 2022,Новостройка,"2,72 м",2 совмещенных,,,,На улицу и двор,,Без отделки,,Монолитный,,,,,,"Подземная, гостевая",,,"Сдача в 2022—2024, есть сданные",ПИК,Комфорт,6 корпусов,Окская, ⋅  7 мин. пешком,17 353 560 ₽
258955893,Москва,СВАО,р-н Ярославский,ул. Красная Сосна,3к2,"74,6 м²",46 м²,"10,2 м²",3 из 22,,3 кв. 2021,Новостройка,"2,8 м",,,2 балкона,,,,,,,,,,,,,,,,,,,Свиблово, ⋅  8 мин. на транспорте,17 499 444 ₽
259383182,Москва,ЮЗАО,р-н Южное Бутово,ул. Поляны,5Ак2,"91,8 м²","45,2 м²","20,3 м²",25 из 33,,3 кв. 2021,Новостройка,"2,7 м",2 совмещенных,,,,На улицу,,Чистовая,,Монолитный,,,,,,"Подземная, гостевая",,,"Сдача в 3 кв. 2021, есть сданные",ПИК,Комфорт,5 корпусов,Улица Скобелевская, ⋅  10 мин. пешком,17 570 520 ₽
251841053,Москва,ЮАО,р-н Москворечье-Сабурово,Лайф Варшавская жилой комплекс,,"74,72 м²",,,2 из 12,,2 кв. 2022,Новостройка,,,,,,,,,,,,,,,,,,,,,,,Варшавская, ⋅  16 мин. пешком,17 697 207 ₽
259897868,Москва,НАО (Новомосковский),Московский поселение,Румянцево деревня,Хоумсити жилой комплекс,"90,9 м²",,,2 из 9,,1 кв. 2022,Новостройка,,2 совмещенных,,,,,,,,,,,,,,,,,,,,,Румянцево, ⋅  16 мин. пешком,17 835 998 ₽
258973107,Москва,САО,р-н Головинский,Кронштадтский бул.,к1/6,"70,5 м²","42,5 м²","12,7 м²",13 из 32,,3 кв. 2023,Новостройка,"2,7 м",2 совмещенных,,,,,,Предчистовая,,Монолитный,,,,,,"Подземная, гостевая",,,Сдача в 2022—2024,ПИК,Комфорт,7 корпусов,Водный стадион, ⋅  9 мин. пешком,17 822 400 ₽
257782000,Москва,ЗАО,р-н Солнцево,Производственная ул.,6к7,"86,1 м²","52,9 м²","13,7 м²",14 из 22,,2 кв. 2021,Новостройка,,2 раздельных,,1 лоджия,,Во двор,,,,,,,,,,,,,,,,,Солнцево, ⋅  8 мин. пешком,17 900 000 ₽
252033370,Москва,СВАО,р-н Ярославский,ул. Красная Сосна,вл6-8,80 м²,"45,8 м²",12 м²,11 из 23,,3 кв. 2021,Новостройка,,2 раздельных,,1 лоджия,,На улицу и двор,,,,,,,,,,,,,,,,,Ростокино, ⋅  15 мин. пешком,17 990 000 ₽
258408218,Москва,ВАО,р-н Гольяново,Амурский парк жилой комплекс,,"91,2 м²","42,4 м²","22,5 м²",16 из 33,,4 кв. 2022,Новостройка,"2,7 м",2 совмещенных,,,,,,Чистовая,,Панельный,,,,,,"Подземная, гостевая",,,Сдача в 4 кв. 2022,ПИК,Комфорт,4 корпуса,Черкизовская, ⋅  14 мин. пешком,17 446 560 ₽
255268321,Москва,ЗАО,р-н Фили-Давыдково,Мэйнстрит жилой комплекс,к1,"69,6 м²","29,9 м²","21,4 м²",2 из 12,,2 кв. 2022,Новостройка Апартаменты,3 м,2 раздельных,,,,На улицу и двор,,Чистовая,,Монолитный,,,,,,"Подземная, гостевая",,,Сдача в 2 кв. 2022,ГК Основа,Бизнес,1 корпус,Кунцевская, ⋅  4 мин. пешком,18 200 400 ₽
253738533,Москва,САО,р-н Западное Дегунино,Ильменский проезд,17к5,"78,5 м²","40,8 м²","22,5 м²",13 из 23,,4 кв. 2021,Новостройка,"2,68 м",2 совмещенных,,,,На улицу и двор,,Чистовая,,Панельный,,,,,,Отдельная многоуровневая,,,Сдача в 2021—2022,ПИК,Комфорт,6 корпусов,Селигерская, ⋅  7 мин. пешком,18 235 550 ₽
